Norm,Agent1,Agent2,Agent1_Stance,Agent2_Stance,Status
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent5,Agent8,disagree,disagree,defended
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent5,Agent9,disagree,neutral,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent5,Agent10,disagree,neutral,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent6,Agent1,disagree,disagree,defended
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent6,Agent2,disagree,disagree,defended
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent6,Agent3,disagree,agree,attack
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent6,Agent4,disagree,agree,attack
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent6,Agent5,disagree,disagree,defended
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent6,Agent7,disagree,disagree,defended
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent6,Agent8,disagree,disagree,defended
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent6,Agent9,disagree,neutral,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent6,Agent10,disagree,neutral,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent7,Agent1,disagree,disagree,defended
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent7,Agent2,disagree,disagree,defended
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent7,Agent3,disagree,agree,attack
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent7,Agent4,disagree,agree,attack
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent7,Agent5,disagree,disagree,defended
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent7,Agent6,disagree,disagree,defended
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent7,Agent8,disagree,disagree,defended
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent7,Agent9,disagree,neutral,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent7,Agent10,disagree,neutral,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent8,Agent1,disagree,disagree,defended
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent8,Agent2,disagree,disagree,defended
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent8,Agent3,disagree,agree,attack
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent8,Agent4,disagree,agree,attack
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent8,Agent5,disagree,disagree,defended
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent8,Agent6,disagree,disagree,defended
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent8,Agent7,disagree,disagree,defended
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent8,Agent9,disagree,neutral,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent8,Agent10,disagree,neutral,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent9,Agent1,neutral,disagree,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent9,Agent2,neutral,disagree,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent9,Agent3,neutral,agree,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent9,Agent4,neutral,agree,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent9,Agent5,neutral,disagree,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent9,Agent6,neutral,disagree,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent9,Agent7,neutral,disagree,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent9,Agent8,neutral,disagree,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent9,Agent10,neutral,neutral,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent10,Agent1,neutral,disagree,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent10,Agent2,neutral,disagree,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent10,Agent3,neutral,agree,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent10,Agent4,neutral,agree,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent10,Agent5,neutral,disagree,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent10,Agent6,neutral,disagree,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent10,Agent7,neutral,disagree,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent10,Agent8,neutral,disagree,neutral
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Agent10,Agent9,neutral,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent2,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent3,agree,disagree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent4,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent5,agree,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent6,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent7,agree,disagree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent8,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent9,agree,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent10,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent1,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent3,agree,disagree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent4,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent5,agree,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent6,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent7,agree,disagree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent8,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent9,agree,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent10,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent1,disagree,agree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent2,disagree,agree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent4,disagree,agree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent5,disagree,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent6,disagree,agree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent7,disagree,disagree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent8,disagree,agree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent9,disagree,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent10,disagree,agree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent1,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent2,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent3,agree,disagree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent5,agree,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent6,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent7,agree,disagree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent8,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent9,agree,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent10,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent1,neutral,agree,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent2,neutral,agree,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent3,neutral,disagree,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent4,neutral,agree,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent6,neutral,agree,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent7,neutral,disagree,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent8,neutral,agree,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent9,neutral,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent10,neutral,agree,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent1,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent2,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent3,agree,disagree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent4,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent5,agree,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent7,agree,disagree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent8,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent9,agree,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent10,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent1,disagree,agree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent2,disagree,agree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent3,disagree,disagree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent4,disagree,agree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent5,disagree,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent6,disagree,agree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent8,disagree,agree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent9,disagree,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent10,disagree,agree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent8,Agent1,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent8,Agent2,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent8,Agent3,agree,disagree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent8,Agent4,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent8,Agent5,agree,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent8,Agent6,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent8,Agent7,agree,disagree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent8,Agent9,agree,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent8,Agent10,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent9,Agent1,neutral,agree,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent9,Agent2,neutral,agree,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent9,Agent3,neutral,disagree,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent9,Agent4,neutral,agree,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent9,Agent5,neutral,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent9,Agent6,neutral,agree,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent9,Agent7,neutral,disagree,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent9,Agent8,neutral,agree,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent9,Agent10,neutral,agree,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent10,Agent1,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent10,Agent2,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent10,Agent3,agree,disagree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent10,Agent4,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent10,Agent5,agree,neutral,neutral
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent10,Agent6,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent10,Agent7,agree,disagree,attack
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent10,Agent8,agree,agree,defended
"Regarding Healthcare Accessibility, it is proposed that everyone has equal access to the benefits of this effort.",Agent10,Agent9,agree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent1,Agent2,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent1,Agent3,neutral,disagree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent1,Agent4,neutral,disagree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent1,Agent5,neutral,agree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent1,Agent6,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent1,Agent7,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent1,Agent8,neutral,agree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent1,Agent9,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent1,Agent10,neutral,agree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent2,Agent1,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent2,Agent3,neutral,disagree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent2,Agent4,neutral,disagree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent2,Agent5,neutral,agree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent2,Agent6,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent2,Agent7,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent2,Agent8,neutral,agree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent2,Agent9,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent2,Agent10,neutral,agree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent3,Agent1,disagree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent3,Agent2,disagree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent3,Agent4,disagree,disagree,defended
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent3,Agent5,disagree,agree,attack
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent3,Agent6,disagree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent3,Agent7,disagree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent3,Agent8,disagree,agree,attack
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent3,Agent9,disagree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent3,Agent10,disagree,agree,attack
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent4,Agent1,disagree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent4,Agent2,disagree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent4,Agent3,disagree,disagree,defended
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent4,Agent5,disagree,agree,attack
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent4,Agent6,disagree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent4,Agent7,disagree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent4,Agent8,disagree,agree,attack
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent4,Agent9,disagree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent4,Agent10,disagree,agree,attack
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent5,Agent1,agree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent5,Agent2,agree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent5,Agent3,agree,disagree,attack
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent5,Agent4,agree,disagree,attack
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent5,Agent6,agree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent5,Agent7,agree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent5,Agent8,agree,agree,defended
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent5,Agent9,agree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent5,Agent10,agree,agree,defended
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent6,Agent1,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent6,Agent2,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent6,Agent3,neutral,disagree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent6,Agent4,neutral,disagree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent6,Agent5,neutral,agree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent6,Agent7,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent6,Agent8,neutral,agree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent6,Agent9,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent6,Agent10,neutral,agree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent7,Agent1,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent7,Agent2,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent7,Agent3,neutral,disagree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent7,Agent4,neutral,disagree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent7,Agent5,neutral,agree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent7,Agent6,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent7,Agent8,neutral,agree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent7,Agent9,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent7,Agent10,neutral,agree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent8,Agent1,agree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent8,Agent2,agree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent8,Agent3,agree,disagree,attack
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent8,Agent4,agree,disagree,attack
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent8,Agent5,agree,agree,defended
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent8,Agent6,agree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent8,Agent7,agree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent8,Agent9,agree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent8,Agent10,agree,agree,defended
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent9,Agent1,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent9,Agent2,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent9,Agent3,neutral,disagree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent9,Agent4,neutral,disagree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent9,Agent5,neutral,agree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent9,Agent6,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent9,Agent7,neutral,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent9,Agent8,neutral,agree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent9,Agent10,neutral,agree,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent10,Agent1,agree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent10,Agent2,agree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent10,Agent3,agree,disagree,attack
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent10,Agent4,agree,disagree,attack
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent10,Agent5,agree,agree,defended
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent10,Agent6,agree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent10,Agent7,agree,neutral,neutral
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent10,Agent8,agree,agree,defended
A new rule in Healthcare Accessibility suggests that everyone has equal access to the benefits of this effort.,Agent10,Agent9,agree,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent2,agree,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent3,agree,disagree,attack
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent4,agree,agree,defended
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent5,agree,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent6,agree,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent7,agree,agree,defended
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent8,agree,agree,defended
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent9,agree,agree,defended
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent1,Agent10,agree,disagree,attack
